,date,PSQ,MixHgt,10xKz,U*,Zo,Zterr,Kh,10mWSPD,DSWF,SFCP,RH2m,T02m,Density,Cld,u10m,v10m,WDIR,latitude,longitude,met
0,2021-07-17 00:00:00,D,203.6,279.2,0.2194,0.2,13.88,1077.0,1.064,46.21,1015.0,0.0,303.6,1.152,-100.0,0.7556,0.7492,225.2,40.7,-73.93,AWRF
1,2021-07-17 01:00:00,D,109.6,123.3,0.1511,0.2,13.88,301.9,0.602,0.0,1015.0,0.0,302.9,1.154,-100.0,0.5142,0.3131,238.7,40.7,-73.93,AWRF
2,2021-07-17 02:00:00,D,91.29,115.7,0.1322,0.2,13.88,274.0,0.5782,0.0,1015.0,0.0,302.0,1.157,-100.0,0.2751,0.5086,208.4,40.7,-73.93,AWRF
3,2021-07-17 03:00:00,D,70.05,127.8,0.1346,0.2,13.89,298.3,0.6292,0.0,1015.0,0.0,301.0,1.161,-100.0,0.107,0.6201,189.8,40.7,-73.93,AWRF
4,2021-07-17 04:00:00,D,70.67,111.2,0.1298,0.2,13.88,208.8,0.5446,0.0,1015.0,0.0,300.4,1.163,-100.0,0.331,0.4325,217.4,40.7,-73.93,AWRF
5,2021-07-17 05:00:00,D,71.28,127.8,0.1469,0.2,13.86,234.9,0.7537,0.0,1015.0,0.0,299.9,1.165,-100.0,0.7314,0.1818,256.0,40.7,-73.93,AWRF
6,2021-07-17 06:00:00,D,71.53,114.3,0.1602,0.2,13.85,248.3,1.013,0.0,1015.0,0.0,299.7,1.166,-100.0,1.009,-0.08472,274.8,40.7,-73.93,AWRF
7,2021-07-17 07:00:00,D,51.05,113.2,0.16,0.2,13.85,196.6,1.025,0.0,1014.0,0.0,299.2,1.168,-100.0,1.006,-0.195,281.0,40.7,-73.93,AWRF
8,2021-07-17 08:00:00,D,50.12,114.9,0.1468,0.2,13.86,148.5,0.7868,0.0,1016.0,0.0,298.7,1.171,-100.0,0.7422,-0.2611,289.4,40.7,-73.93,AWRF
9,2021-07-17 09:00:00,E,50.3,71.46,0.1122,0.2,13.88,152.8,0.2588,0.003527,1015.0,0.0,298.5,1.171,-100.0,0.2495,-0.06854,285.4,40.7,-73.93,AWRF
10,2021-07-17 10:00:00,E,50.76,68.54,0.09753,0.2,13.89,150.6,0.02919,2.441,1016.0,0.0,298.5,1.172,-100.0,-0.02733,0.01027,110.6,40.7,-73.93,AWRF
11,2021-07-17 11:00:00,D,97.15,191.3,0.157,0.2,13.9,470.4,0.4776,137.1,1017.0,0.0,299.1,1.171,-100.0,-0.4085,-0.2475,58.79,40.7,-73.93,AWRF
12,2021-07-17 12:00:00,C,196.9,435.0,0.2431,0.2,13.92,1736.0,0.9352,319.6,1017.0,0.0,300.0,1.167,-100.0,-0.8738,-0.3333,69.12,40.7,-73.93,AWRF
13,2021-07-17 13:00:00,C,263.3,583.2,0.2711,0.2,13.92,3121.0,0.8139,506.8,1018.0,0.0,301.2,1.163,-100.0,-0.8137,0.0153,91.08,40.7,-73.93,AWRF
14,2021-07-17 14:00:00,C,466.4,820.1,0.3257,0.2,13.91,6169.0,0.9095,674.3,1018.0,0.0,302.8,1.158,-100.0,-0.4485,0.7912,150.5,40.7,-73.93,AWRF
15,2021-07-17 15:00:00,B,912.7,1154.0,0.4252,0.2,13.9,12530.0,1.603,809.4,1018.0,0.0,304.1,1.152,-100.0,0.07187,1.602,182.6,40.7,-73.93,AWRF
16,2021-07-17 16:00:00,A,1014.0,1376.0,0.5065,0.2,13.91,15320.0,2.451,845.4,1017.0,0.0,304.7,1.151,-100.0,-0.09468,2.449,177.8,40.7,-73.93,AWRF
17,2021-07-17 17:00:00,A,856.5,1575.0,0.605,0.2,13.93,14600.0,3.49,822.7,1016.0,0.0,304.9,1.149,-100.0,-0.3584,3.471,174.1,40.7,-73.93,AWRF
18,2021-07-17 18:00:00,A,1034.0,1818.0,0.7058,0.2,13.95,17560.0,4.484,818.3,1016.0,0.0,305.2,1.149,-100.0,-0.6926,4.43,171.1,40.7,-73.93,AWRF
19,2021-07-17 19:00:00,A,937.6,1856.0,0.7113,0.2,13.94,16800.0,4.469,811.0,1016.0,0.0,304.7,1.148,-100.0,-0.5065,4.44,173.5,40.7,-73.93,AWRF
20,2021-07-17 20:00:00,A,918.7,1587.0,0.6303,0.2,13.94,14820.0,3.717,648.6,1016.0,0.0,304.2,1.151,-100.0,-0.5225,3.68,171.9,40.7,-73.93,AWRF
21,2021-07-17 21:00:00,B,627.4,1239.0,0.4559,0.2,13.92,10160.0,2.205,519.4,1015.0,0.0,302.6,1.156,-100.0,-0.5275,2.141,166.2,40.7,-73.93,AWRF
22,2021-07-17 22:00:00,B,594.7,988.5,0.3822,0.2,13.91,8057.0,1.546,374.5,1015.0,0.0,302.2,1.157,-100.0,-0.503,1.461,161.0,40.7,-73.93,AWRF
0,2021-07-18 00:00:00,C,247.0,458.5,0.2429,0.2,13.89,2160.0,0.8544,40.13,1015.0,0.0,300.8,1.162,-100.0,0.4302,0.7382,210.2,40.7,-73.93,AWRF
1,2021-07-18 01:00:00,D,159.8,289.2,0.1875,0.2,13.89,1156.0,0.5059,0.0,1015.0,0.0,300.1,1.165,-100.0,0.2396,0.4456,208.3,40.7,-73.93,AWRF
2,2021-07-18 02:00:00,D,159.2,295.7,0.1991,0.2,13.9,1170.0,0.5368,0.0,1015.0,0.0,299.1,1.169,-100.0,-0.3153,0.4345,144.0,40.7,-73.93,AWRF
3,2021-07-18 03:00:00,D,116.1,280.4,0.185,0.2,13.9,919.8,0.4146,0.0,1015.0,0.0,298.2,1.173,-100.0,-0.2436,0.3355,144.0,40.7,-73.93,AWRF
4,2021-07-18 04:00:00,D,137.9,292.3,0.1986,0.2,13.9,954.5,0.6309,0.0,1015.0,0.0,297.8,1.175,-100.0,-0.3405,0.5311,147.3,40.7,-73.93,AWRF
5,2021-07-18 05:00:00,D,131.5,298.8,0.2305,0.2,13.91,851.5,1.162,0.0,1016.0,0.0,297.8,1.176,-100.0,-0.3255,1.115,163.7,40.7,-73.93,AWRF
6,2021-07-18 06:00:00,D,133.3,361.9,0.29,0.2,13.9,943.0,1.805,0.0,1015.0,0.0,297.1,1.177,-100.0,0.1693,1.797,185.4,40.7,-73.93,AWRF
7,2021-07-18 07:00:00,D,133.2,339.6,0.3034,0.2,13.9,818.2,2.023,0.0,1014.0,0.0,297.0,1.177,-100.0,0.2669,2.005,187.6,40.7,-73.93,AWRF
8,2021-07-18 08:00:00,D,99.96,304.7,0.3123,0.2,13.89,527.2,2.245,0.0,1014.0,0.0,297.1,1.176,-100.0,0.6477,2.149,196.8,40.7,-73.93,AWRF
9,2021-07-18 09:00:00,D,97.95,340.8,0.3528,0.2,13.86,507.4,2.717,0.001789,1013.0,0.0,296.9,1.176,-100.0,1.386,2.337,210.7,40.7,-73.93,AWRF
10,2021-07-18 10:00:00,D,103.2,304.7,0.3438,0.2,13.87,1030.0,2.788,2.286,1014.0,0.0,297.0,1.177,-100.0,1.308,2.462,208.0,40.7,-73.93,AWRF
11,2021-07-18 11:00:00,C,159.7,461.7,0.3803,0.2,13.87,1133.0,2.731,133.8,1014.0,0.0,297.5,1.175,-100.0,1.156,2.475,205.0,40.7,-73.93,AWRF
12,2021-07-18 12:00:00,C,257.0,712.5,0.4181,0.2,13.87,2861.0,2.59,315.2,1015.0,0.0,298.0,1.175,-100.0,1.152,2.32,206.4,40.7,-73.93,AWRF
13,2021-07-18 13:00:00,B,331.6,954.0,0.4639,0.2,13.86,4746.0,2.658,478.0,1016.0,0.0,298.9,1.172,-100.0,1.501,2.193,214.4,40.7,-73.93,AWRF
14,2021-07-18 14:00:00,B,703.8,964.5,0.5088,0.2,13.84,7274.0,3.221,403.2,1015.0,0.0,299.8,1.168,-100.0,1.94,2.572,217.0,40.7,-73.93,AWRF
15,2021-07-18 15:00:00,B,596.5,1045.0,0.5409,0.2,13.85,6526.0,3.552,469.7,1013.0,0.0,300.6,1.163,-100.0,1.946,2.972,213.2,40.7,-73.93,AWRF
16,2021-07-18 16:00:00,B,567.7,1204.0,0.588,0.2,13.86,7495.0,3.808,496.7,1014.0,0.0,301.1,1.162,-100.0,2.015,3.231,212.0,40.7,-73.93,AWRF
17,2021-07-18 17:00:00,A,801.7,1817.0,0.6869,0.2,13.84,15130.0,4.077,949.2,1014.0,0.0,301.8,1.16,-100.0,2.156,3.461,211.9,40.7,-73.93,AWRF
18,2021-07-18 18:00:00,A,808.4,1994.0,0.7345,0.2,13.83,16170.0,4.385,915.0,1013.0,0.0,302.1,1.158,-100.0,2.588,3.54,216.2,40.7,-73.93,AWRF
19,2021-07-18 19:00:00,A,1162.0,1980.0,0.7423,0.2,13.82,20060.0,4.481,815.8,1014.0,0.0,302.4,1.158,-100.0,2.977,3.349,221.6,40.7,-73.93,AWRF
20,2021-07-18 20:00:00,A,1007.0,1987.0,0.769,0.2,13.8,17530.0,4.811,753.9,1014.0,0.0,302.4,1.158,-100.0,3.578,3.216,228.1,40.7,-73.93,AWRF
21,2021-07-18 21:00:00,A,933.4,1794.0,0.7648,0.2,13.77,14100.0,5.22,519.6,1014.0,0.0,301.9,1.16,-100.0,4.409,2.795,237.6,40.7,-73.93,AWRF
22,2021-07-18 22:00:00,A,930.7,1467.0,0.71,0.2,13.76,11030.0,5.01,318.2,1013.0,0.0,301.6,1.161,-100.0,4.473,2.256,243.2,40.7,-73.93,AWRF
0,2021-07-19 00:00:00,B,721.0,970.0,0.6061,0.2,13.75,5521.0,4.695,55.66,1014.0,0.0,299.6,1.169,-100.0,4.651,0.6385,262.2,40.7,-73.93,AWRF
1,2021-07-19 01:00:00,C,693.5,761.7,0.5524,0.2,13.76,3881.0,4.373,0.0,1014.0,0.0,299.1,1.171,-100.0,4.372,-0.07174,270.9,40.7,-73.93,AWRF
2,2021-07-19 02:00:00,C,621.1,659.1,0.5246,0.2,13.75,2927.0,4.333,0.0,1014.0,0.0,298.4,1.173,-100.0,4.303,-0.5098,276.8,40.7,-73.93,AWRF
3,2021-07-19 03:00:00,C,515.9,637.0,0.5195,0.2,13.74,2524.0,4.361,0.0,1014.0,0.0,297.5,1.177,-100.0,4.329,-0.5196,276.8,40.7,-73.93,AWRF
4,2021-07-19 04:00:00,C,532.7,570.3,0.5012,0.2,13.75,1800.0,4.267,0.0,1014.0,0.0,297.1,1.179,-100.0,4.218,-0.6441,278.7,40.7,-73.93,AWRF
5,2021-07-19 05:00:00,C,525.9,535.8,0.49,0.2,13.75,1649.0,4.197,0.0,1014.0,0.0,296.7,1.18,-100.0,4.122,-0.787,280.8,40.7,-73.93,AWRF
6,2021-07-19 06:00:00,C,554.1,436.5,0.4367,0.2,13.76,1556.0,3.714,0.0,1014.0,0.0,296.4,1.182,-100.0,3.672,-0.5594,278.7,40.7,-73.93,AWRF
7,2021-07-19 07:00:00,D,390.7,314.8,0.3604,0.2,13.78,1626.0,3.091,0.0,1013.0,0.0,296.2,1.182,-100.0,3.069,-0.367,276.8,40.7,-73.93,AWRF
8,2021-07-19 08:00:00,D,327.8,303.9,0.359,0.2,13.78,1368.0,3.158,0.0,1013.0,0.0,296.0,1.182,-100.0,3.131,-0.4106,277.5,40.7,-73.93,AWRF
9,2021-07-19 09:00:00,D,437.2,268.1,0.3388,0.2,13.79,1237.0,2.953,0.0,1013.0,0.0,295.9,1.182,-100.0,2.931,-0.3652,277.1,40.7,-73.93,AWRF
10,2021-07-19 10:00:00,D,320.5,210.1,0.3012,0.2,13.8,814.6,2.672,2.202,1014.0,0.0,295.9,1.183,-100.0,2.64,-0.413,278.9,40.7,-73.93,AWRF
11,2021-07-19 11:00:00,C,457.8,442.0,0.385,0.2,13.8,2041.0,2.838,135.2,1014.0,0.0,296.2,1.182,-100.0,2.671,-0.9603,289.8,40.7,-73.93,AWRF
12,2021-07-19 12:00:00,C,635.7,755.0,0.453,0.2,13.8,5037.0,2.81,319.0,1014.0,0.0,296.7,1.182,-100.0,2.261,-1.668,306.4,40.7,-73.93,AWRF
13,2021-07-19 13:00:00,B,711.2,905.6,0.4855,0.2,13.81,6756.0,2.936,374.0,1014.0,0.0,297.2,1.179,-100.0,2.077,-2.075,315.0,40.7,-73.93,AWRF
14,2021-07-19 14:00:00,C,657.8,732.3,0.4635,0.2,13.81,4454.0,3.037,286.5,1014.0,0.0,297.9,1.176,-100.0,1.862,-2.4,322.2,40.7,-73.93,AWRF
15,2021-07-19 15:00:00,B,768.6,972.6,0.4883,0.2,13.81,7780.0,2.852,501.6,1014.0,0.0,298.6,1.174,-100.0,1.776,-2.232,321.5,40.7,-73.93,AWRF
16,2021-07-19 16:00:00,B,697.3,987.5,0.5002,0.2,13.8,7308.0,3.051,440.2,1013.0,0.0,299.1,1.171,-100.0,1.879,-2.404,322.0,40.7,-73.93,AWRF
17,2021-07-19 17:00:00,A,930.3,1584.0,0.5934,0.2,13.81,15000.0,3.117,899.8,1013.0,0.0,300.0,1.168,-100.0,1.702,-2.612,326.9,40.7,-73.93,AWRF
18,2021-07-19 18:00:00,B,719.1,1225.0,0.5175,0.2,13.82,10160.0,2.842,590.4,1013.0,0.0,299.5,1.169,-100.0,1.324,-2.514,332.2,40.7,-73.93,AWRF
19,2021-07-19 19:00:00,A,810.4,1509.0,0.5518,0.2,13.83,14010.0,2.684,824.3,1013.0,0.0,300.4,1.165,-100.0,1.214,-2.394,333.1,40.7,-73.93,AWRF
20,2021-07-19 20:00:00,B,803.5,1029.0,0.4688,0.2,13.84,9229.0,2.274,429.1,1013.0,0.0,301.3,1.161,-100.0,1.085,-1.998,331.5,40.7,-73.93,AWRF
21,2021-07-19 21:00:00,B,927.5,1199.0,0.4856,0.2,13.85,12180.0,1.953,601.1,1013.0,0.0,301.5,1.161,-100.0,0.6848,-1.829,339.5,40.7,-73.93,AWRF
22,2021-07-19 22:00:00,B,927.4,905.0,0.3949,0.2,13.87,9603.0,1.103,417.4,1014.0,0.0,301.6,1.161,-100.0,0.4619,-1.002,335.3,40.7,-73.93,AWRF
0,2021-07-29 00:00:00,C,494.7,602.3,0.3664,0.2,13.94,3932.0,2.21,41.31,1012.0,0.0,298.2,1.173,-100.0,-0.9852,1.979,153.5,40.7,-73.93,AWRF
1,2021-07-29 01:00:00,C,392.8,479.1,0.3499,0.2,13.95,2522.0,2.306,0.0,1012.0,0.0,297.4,1.176,-100.0,-1.031,2.063,153.4,40.7,-73.93,AWRF
2,2021-07-29 02:00:00,C,321.2,402.4,0.3295,0.2,13.94,1738.0,2.206,0.0,1012.0,0.0,296.8,1.179,-100.0,-0.7272,2.082,160.7,40.7,-73.93,AWRF
3,2021-07-29 03:00:00,D,252.7,375.6,0.3202,0.2,13.92,1330.0,2.175,0.0,1013.0,0.0,296.2,1.182,-100.0,-0.3994,2.138,169.4,40.7,-73.93,AWRF
4,2021-07-29 04:00:00,D,171.7,322.8,0.3018,0.2,13.92,840.2,2.079,0.0,1015.0,0.0,295.9,1.186,-100.0,-0.1911,2.07,174.7,40.7,-73.93,AWRF
5,2021-07-29 05:00:00,D,163.3,297.0,0.2902,0.2,13.91,754.6,2.011,0.0,1016.0,0.0,295.4,1.188,-100.0,0.04977,2.011,181.4,40.7,-73.93,AWRF
6,2021-07-29 06:00:00,D,165.7,296.9,0.3036,0.2,13.9,1158.0,2.19,0.0,1016.0,0.0,295.2,1.189,-100.0,0.4486,2.144,191.8,40.7,-73.93,AWRF
7,2021-07-29 07:00:00,D,138.0,290.3,0.3023,0.2,13.89,1042.0,2.257,0.0,1016.0,0.0,294.9,1.19,-100.0,0.6227,2.169,196.0,40.7,-73.93,AWRF
8,2021-07-29 08:00:00,D,142.3,307.5,0.3134,0.2,13.89,1089.0,2.348,0.0,1015.0,0.0,294.6,1.19,-100.0,0.6501,2.256,196.1,40.7,-73.93,AWRF
9,2021-07-29 09:00:00,D,171.6,277.8,0.316,0.2,13.89,1026.0,2.519,0.0,1015.0,0.0,294.7,1.19,-100.0,0.7634,2.4,197.6,40.7,-73.93,AWRF
10,2021-07-29 10:00:00,D,165.8,248.7,0.3027,0.2,13.89,911.2,2.474,1.802,1015.0,0.0,294.7,1.189,-100.0,0.7092,2.371,196.7,40.7,-73.93,AWRF
11,2021-07-29 11:00:00,C,169.5,424.6,0.3774,0.2,13.9,1006.0,2.791,111.3,1015.0,0.0,295.2,1.187,-100.0,0.5228,2.742,190.8,40.7,-73.93,AWRF
12,2021-07-29 12:00:00,C,357.5,768.7,0.489,0.2,13.91,3156.0,3.412,299.0,1013.0,0.0,296.3,1.181,-100.0,0.3342,3.396,185.6,40.7,-73.93,AWRF
13,2021-07-29 13:00:00,B,437.5,1118.0,0.5617,0.2,13.91,5714.0,3.707,491.7,1013.0,0.0,297.0,1.179,-100.0,0.3773,3.687,185.8,40.7,-73.93,AWRF
14,2021-07-29 14:00:00,A,608.8,1487.0,0.6523,0.2,13.92,9853.0,4.202,664.3,1014.0,0.0,298.0,1.176,-100.0,0.2629,4.194,183.6,40.7,-73.93,AWRF
